,subwatershed,area,perimeter,circulatory_ratio,relief,avg_slope,watershed_length,elongation_ratio,drainage_density,shape_factor,relief_ratio,ruggedness,aae_area,buildings_aae_count,x_area,buildings_x_count,water_bodies_area,dams_count,bridges_count,streets_km,railroads_km,population,population_density,avg_median_income,housing_density,population_change,dependent_population_pct,dist_to_stream_avg (m),dist_to_stream_stdev (m),lu_21_area,lu_22_area,lu_23_area,lu_24_area,lu_41_area,lu_82_area,avg_impervious_percent,orb100yr24ha_am,orb25yr24ha_am,orb2yr24ha_am,orb50yr24ha_am,policy_total_building_coverage_avg,claims_total_building_insurance_coverage_avg
0,0.33766286322674777,0.35805142100673903,0.1525359387595926,0.5704622954274935,0.4032906858528676,0.19468984232135753,0.666898085162374,0.367433556176642,6.270280121353666e-07,1.0699212113661833e-07,0.1643092578043777,3.28788843503462e-07,0.1031708816728503,0.004338394793926247,0.06348935260391907,0.0033126293995859213,0.04168898333913292,0.16666666666666666,0.12280701754385964,0.04292896056615816,0.1387034659028358,0.06322599371479926,5.484963034775981e-10,0.4932627586260724,4.805996730369233e-10,0.039898132427843805,0.8542563366810139,0.0,0.0,0.061707044157957185,0.01815043066567393,0.0034462300869160505,0.0015735857449856734,0.17210219467502474,0.6831883315716635,0.009330249260512416,0.13783010225948722,0.17229801754470797,0.391772432322826,0.15071203103137787,0.32791000449483704,0.3501928453525765
1,0.350682020883089,0.5790034594823964,0.26818093691071465,0.4811816132625849,0.19198782416257004,0.050703941716904274,0.46543525157395554,0.5257033928332794,5.522681747005343e-07,4.406324645804185e-08,0.11018153748398454,1.6868586483661022e-07,0.08627212332816547,0.00027114967462039046,0.0,0.0,0.1214754067945132,0.0,0.15789473684210525,0.0596443567766363,0.0,0.0506165190258497,3.060024702789344e-10,0.5903473770165285,2.127415109335883e-10,0.045922558738156524,0.7928423400047826,0.007843110314390486,0.0007176841601609918,0.07493161967134132,0.015407177685507608,0.003287058413806899,0.0011512659025787965,0.12709293880569253,1.0,0.00632320405480397,0.3410982262558906,0.24443591850621127,0.20680756479073548,0.29241670572466294,0.6404136897638233,0.1462221739775466
2,0.35068334880469254,0.23203305123200135,0.2906170063388167,0.21533980913447154,0.09306217742926648,0.0,0.19545122238883622,0.6888774582997911,5.680442323011278e-07,1.8960492917339548e-08,0.12365365772272033,1.1536092895746812e-07,0.0,0.0,0.0,0.0,0.005468671024953983,0.0,0.12280701754385964,0.013875494737317945,0.11624263134677738,0.027797779526767923,2.871807326740103e-10,0.7295118779152684,1.8467474068747197e-10,0.05999780929952352,0.8441734419177431,0.007757892690499736,0.004305418548382414,0.012197099508174832,0.028937906377082944,0.0034107064895709336,0.002171649570200573,0.006268602769977705,0.7551235247002231,0.015052601090769228,0.5402421606417915,0.4793801033886238,0.44686017305023107,0.5108792831476356,0.18076450993872653,0.0690125146268971
3,0.3506855955246695,0.5644473386603718,0.37541193392689487,0.2975659383056686,0.32044165701694755,0.1372078801868014,0.6889071571198195,0.39955145731725006,5.327531810042542e-07,8.800809352147838e-08,0.1243625777660268,2.336684072652832e-07,0.08500491765127546,0.0013557483731019523,0.0,0.0,0.02538812009081814,0.0,0.38596491228070173,0.09217405275174353,0.38303563586691197,0.0845878616362733,5.6795203374535e-10,0.5866789124312924,5.922336342066348e-10,0.0399802836957117,0.8570062171209953,0.025746346272455624,0.01979766901851769,0.11742167872395098,0.03870773533032513,0.011562340021300669,0.007078834097421204,0.04263993334817809,0.9991284926444789,0.0195098902620247,0.9887150647216667,0.9764121230781475,0.9624884126846052,0.9830167537701451,0.04437587133533672,1.7249087537467614e-05
4,0.3507141702871934,0.5235053146996255,0.18129950577060117,0.6436758488936758,0.004361647254442852,0.02633271280211702,0.25903322284753133,0.7146015947883473,5.12673252287096e-07,1.6485586532943763e-08,0.033482006016706985,5.642158620459914e-08,0.06872959382112477,0.11008676789587853,0.3208783352958164,0.15445134575569358,0.01927709944984564,0.0,0.12280701754385964,0.08691840155750283,0.2058088722578143,0.07547264598020664,5.265975769870697e-10,0.5135504794383622,7.718092507718406e-10,0.031409168081494056,0.7841343854615019,0.0026984080785381406,0.004224437222748255,0.1048828000529573,0.06602978620843293,0.03909027709260464,0.025867980587392547,0.022688549650741244,0.9609740165545406,0.03977790933498545,0.46142565646955225,0.413873358381883,0.4295874390583867,0.4368418311721105,0.5108508487684541,0.33073525837099765
5,0.3507141799949822,0.5604496103163384,0.5609474877077129,0.1138457329831905,0.45170052694672486,0.20515489083697533,0.9594817273968732,0.31051696988924093,7.945763892450318e-08,1.5622390011550442e-07,0.12665947870633973,4.71298043177764e-08,0.11776886700200545,0.08405639913232105,0.22210923821855935,0.13167701863354037,0.22399048411983458,0.6666666666666666,0.6842105263157894,0.8775465082398517,0.24810437282315828,1.0,7.47603101458052e-09,0.35352194038467355,2.1859751416303368e-08,0.2691275535352429,0.4451711820420854,0.35628144620935054,0.36189096611942195,0.7689804843993456,1.0,0.6474054178230827,0.3151862464183381,0.13306683679497774,0.000783766757107655,0.5666446414517062,0.30657870866756687,0.3325564609439122,0.5076486978833179,0.3173388837651441,0.6492756465865974,0.2581437002801358
6,0.3507141832742018,0.1150427151159461,0.20200079292405682,0.252582601969618,0.4978719404461018,0.10811416321769884,0.6988449006043593,0.30109984180954324,8.60368200607958e-08,1.671666567609978e-07,0.19618372417538935,5.567653572948147e-08,0.04967463241515423,0.04067245119305857,0.13791461155620408,0.11304347826086956,0.13179221749903103,0.16666666666666666,0.5438596491228069,0.35011353188193856,0.0,0.5471473784684427,7.106636404253833e-09,0.5978985818704176,1.3598935018313205e-08,0.4691111232816693,0.8041606884026786,0.20845215453677013,0.19416462640973853,0.5985194825969211,0.5116650746586153,0.32785182728255646,0.20630372492836674,0.042405915022575326,0.0027431836498767927,0.5235770815253078,0.36416908784251545,0.3751628671386853,0.5127850440677602,0.3677134203192045,0.46026122951618076,0.23627480029718234
7,0.35071418330666937,0.5136417168067634,0.5447782907525999,0.10895873093754749,0.4599080973866751,0.1526465519196956,0.8135911870833425,0.3447747888765598,1.0699988611588409e-07,1.2369383340683598e-07,0.1548807227443984,6.38983369314287e-08,0.23029287094502462,1.0,0.5450711210167325,0.5904761904761905,0.38851269021625395,0.3333333333333333,0.8596491228070176,0.7316351765739999,0.2579462490583282,0.8862858705784505,6.930689199065626e-09,0.7314524300931579,1.7318333655696255e-08,0.5838490607371707,0.49289384299378325,0.27377324816685283,0.30956436060383663,1.0,0.7970710273794004,0.5459223720827383,0.3968481375358166,0.035906924214517806,0.00039188337855382754,0.5398470486086139,0.32530100181356536,0.34319073298577596,0.4998029718765409,0.332215519370223,0.7139994000291281,0.2884495618927309
8,0.3507141866508239,0.34736903004678177,0.28546661247703087,0.2968959228558343,0.48637643158028404,0.1008028755203561,0.6107162173966374,0.3886392425567647,1.2896297591767264e-07,9.393280336440224e-08,0.21667865338537748,8.052147565344611e-08,0.09597001683397632,0.471529284164859,0.7808309481731543,1.0,0.18008765964045584,0.0,0.9298245614035088,0.48900748321726306,0.31322759615584067,0.814776361840012,7.64370428434681e-09,0.34822108531860485,1.7539507277916783e-08,0.2497672380743743,0.6459124541606893,0.1319347618181821,0.15061941855138847,0.5414855383848317,0.7656229702188981,0.7328399819114656,0.5809455587392549,0.03818157099733794,0.0005225111714051035,0.7433173428386651,0.36424406800223075,0.38184480257861475,0.533910037697976,0.3709385168722257,0.5588295652116706,0.33547613008535127
9,0.35071418668329146,0.15188712081843114,0.3171138203188478,0.1358830781948241,0.4785845456703551,0.17590974004760432,0.498582579709223,0.39143393192754,1.0090492991051943e-07,9.236814759802292e-08,0.2532009281472354,6.257895525005546e-08,0.0714137344740055,0.29690889370932755,0.6609346592081599,0.6960662525879917,0.16613803332523797,0.3333333333333333,0.3684210526315789,0.4590595327515451,0.551593002595404,0.757143415331201,9.266898005703728e-09,0.32550467820445983,1.992890373324742e-08,1.0,0.6666007022716405,0.1955730449640205,0.20704072072737,0.4171643566191537,0.6223266342894395,0.497776927126854,0.29441260744985676,0.028433084785251656,0.012279012528019929,0.6554595205888123,0.3426669122945847,0.3692373848242947,0.5428076176946606,0.3540019722175902,0.4724080173136003,0.19301276109036328
