ws_id,ws_fraction,policy_total_building_coverage_avgw,policy_total_contents_coverage_avgw,policy_total_insurance_premium_avgw,claims_amt_paid_building_avgw,claims_amt_paid_contents_avgw,claims_total_building_insurance_coverage_avgw,claims_total_contents_insurance_coverage_avgw,policy_total_building_coverage_sum,policy_total_contents_coverage_sum,policy_total_insurance_premium_sum,claims_amt_paid_building_sum,claims_amt_paid_contents_sum,claims_total_building_insurance_coverage_sum,claims_total_contents_insurance_coverage_sum,NAME_cnty
040500011005,1.0,20481.664969999998,1537.157155,176.8055779,2804.186329,781.490179,6043.788689999999,1545.630589,15835761.67,2430062.255,97717.94134,9031.781015,2503.993383,24272.34829,6188.925383,Steuben
040500011006,1.0,20391.48644,3646.5084490000004,139.6781806,967.3324367999999,143.5942275,11703.810879999999,3090.5999469999997,21004689.52,2975179.062,157219.7609,11840.71356,1910.763007,141636.1532,37225.61655,Steuben
040500011007,1.0,35410.88914,4241.785048,278.2728856,1597.1544720000002,379.94980069999997,27446.629889999997,6927.005565,28286952.4,3397576.12,221807.9947,10156.63872,2427.5743850000003,170341.0681,42992.85593,Steuben
040500011501,1.0,30497.41822,4142.213974,149.30716,1347.637233,75.37157912,14323.49265,5931.7752740000005,16336157.4,2341899.261,84768.12554,10512.68065,587.9604111000001,111735.0429,46272.733960000005,Noble
040500011504,1.0,37620.68203,5319.868322,181.217726,2353.6263059999997,382.80886160000006,20645.83175,8528.267297,13663675.65,2189519.135,66367.86103,15173.04758,2175.851306,138146.277,57094.99639,Noble
040500011505,1.0,23407.77785,2968.350516,123.8831247,266.0002314,17.02708249,2771.950292,1119.0637279999999,19844160.36,2713396.627,104795.1563,37462.61762,5266.2798490000005,316682.7474,88563.28018,Noble
040500011506,1.0,37778.49311,7256.4956950000005,188.6405038,6696.77027,2863.552314,26955.984119999997,9151.929748,126294188.0,20448908.25,656262.7238,417650.1033,67533.53381000001,3353994.953,870822.1915,Noble
040500011507,1.0,47903.816739999995,7475.051643000001,257.4497106,3983.5667299999996,606.8261518999999,32590.31665,8367.308573,143492386.6,21658469.93,763630.0898,569254.593,86174.20373,4661254.428,1199655.604,Noble
040500011601,1.0,11142.09043,1934.9572190000001,59.36929329,1439.86806,645.253664,4363.29959,1745.319836,6144536.842,1392872.5569999998,30046.34922,5637.0258380000005,2195.203223,18526.703719999998,7410.681487999999,Noble
040500011602,1.0,10492.10484,1385.9329089999999,64.98679764,604.1658845,66.87078619,5346.792203,1394.356131,31028068.66,4169955.9480000003,190884.0532,14582.95226,1607.849664,137653.2292,37329.13794,Noble
040500011603,1.0,41489.66162,9606.12171,198.5546052,11902.24012,6038.254529999999,32995.35815,13198.2051,18585668.74,4296388.109,88961.98341,15666.595319999999,7719.2754319999995,45643.10084,18288.29018,Noble
040500011604,1.0,11.14830136,1.210480972,0.06433668299999999,0.0,0.0,0.0,0.0,23120.02318,2510.368821,133.42531340000002,0.0,0.0,0.0,0.0,Noble
040500011605,1.0,24350.45497,3617.216246,125.56197140000002,691.1808875,81.96275572,35800.39293,13689.334009999999,65692440.95,9816361.832999999,347823.1038,235866.9597,35568.91926,2063032.504,551514.057,Noble
