ws_id,ws_fraction,policy_total_building_coverage_avgw,policy_total_contents_coverage_avgw,policy_total_insurance_premium_avgw,claims_amt_paid_building_avgw,claims_amt_paid_contents_avgw,claims_total_building_insurance_coverage_avgw,claims_total_contents_insurance_coverage_avgw,policy_total_building_coverage_sum,policy_total_contents_coverage_sum,policy_total_insurance_premium_sum,claims_amt_paid_building_sum,claims_amt_paid_contents_sum,claims_total_building_insurance_coverage_sum,claims_total_contents_insurance_coverage_sum,NAME_cnty
040500011701,1.0,25145.05438,2356.532056,157.90974509999998,1329.367123,126.96722630000001,16504.95642,4643.275011,113931547.1,10726790.69,717140.4002,80427.43209,7712.618606999999,963877.0112,267051.8369,Noble
040500011702,1.0,29304.825160000004,3220.745789,172.77160890000002,1368.9394810000001,147.7874316,15778.42756,4453.62812,146106753.1,15359550.5,877082.6942,99453.61112999999,10628.098829999999,1150927.222,324324.0636,Kosciusko
040500011703,1.0,32012.93863,5560.16684,147.2558485,942.2818308,183.5916109,8156.44789,2793.272409,51153982.72,8490557.982,243725.2128,38945.62052,7140.499718000001,338037.9946,110015.8316,Kosciusko
040500011704,1.0,68756.64076000001,11899.417879999999,307.71230380000003,1801.049007,353.36265110000005,15087.541969999998,5186.021164,76571887.52,13192022.3,344659.3702,37701.7978,7345.700002,319560.1491,109437.6315,Kosciusko
040500011705,1.0,49466.09168,9619.94104,335.9852851,4315.471922,815.3093647999999,44132.95925,14945.537330000001,18984941.97,3547867.841,123845.8683,67430.61302,12662.32798,664838.341,222463.2431,Kosciusko
040500011707,1.0,21906.624180000003,5940.300642,95.00129192,674.0712005,127.3530811,6894.574797,2334.939455,11047731.65,2635552.706,57167.66365,22829.54007,4313.212409000001,233506.4477,79080.06425,Kosciusko
040500011802,1.0,27773.544360000004,3441.53444,167.55284440000003,258.3620664,27.84222209,14752.666280000001,5615.735277000001,6872614.176,1086894.798,38839.83279,11789.735429999999,1616.8622990000001,180648.8441,55689.69222999999,Noble
040500011803,1.0,31530.093080000002,4511.254981,164.4526946,247.11000090000002,0.9413743990000001,50269.21853,20097.06028,11130186.51,1509957.255,62532.20179,2889.535023,240.9930296,161977.0673,61946.015170000006,Noble
041000030401,1.0,18814.27753,6713.322945,97.10826529,0.0,0.0,0.0,0.0,2814572.09,1519453.898,25350.39087,0.0,0.0,0.0,0.0,Steuben
041000030403,1.0,32306.72073,7308.52513,163.0862014,63.39516928,0.006894723,6441.805096,1840.523789,11758295.7,2926653.4039999996,64079.247370000005,168.56319430000002,3.838783976,9626.084961,2754.7905149999997,Steuben
041000030404,1.0,47348.22973,9258.952287,210.0882923,118.8765851,1.213342637,9722.216128,2779.192218,16400800.97,3322114.4189999998,75537.43085,1346.93049,58.87323798,21544.74568,6224.356890999999,Steuben
041000030405,1.0,14990.0075,19656.52839,403.1479446000001,2.067918796,0.0,210.57010899999997,60.16288829,3951190.4910000004,3195527.474,66346.05703,15.68519981,0.0,1597.177917,456.33654759999996,Steuben
041000030703,1.0,33264.25435,11704.38404,190.3859699,7416.904928,627.5084774000001,36713.40831,15176.914180000002,8685279.936,2954423.602,85766.45624,63469.74359,56886.368089999996,293250.4006,161919.367,Noble
041000030704,1.0,24589.42723,7822.531914,126.0927457,4906.5282210000005,0.532194692,24536.495730000002,9717.549768,4208458.279,1117044.845,22674.1825,12205.18043,41.370638299999996,69400.39281,25820.48914,Noble
041000030706,1.0,35678.22006,12070.1443,122.71356829999999,2036.434495,59.96587814,23175.49973,8425.28799,12548554.84,3693740.982,47542.42192,20591.4515,1046.328756,235227.96399999998,84479.39135,Allen
041000030803,1.0,23579.63213,5312.3702729999995,129.7613706,1159.767822,287.6313361,4462.246083,1621.472935,7216543.212,1568378.052,34366.200789999995,13384.28515,3126.8869170000003,54214.828729999994,19374.24138,Allen
041000030804,1.0,53000.03872,11961.08063,223.4479473,628.6118249,416.1308252,6271.312392,2390.516413,11027524.27,2530330.895,47407.13858,7751.608958,10150.67649,62622.64747,34641.38943,Allen
041000030805,1.0,45322.74725,13741.35017,136.96416609999997,1255.56379,330.4153869,17450.9215,6008.837225,71750642.91,20346711.45,256420.4259,41871.01487,8816.671664,482150.7569,170249.2034,Allen
041000030806,1.0,70975.6751,23260.54979,184.93875309999999,2170.676983,521.7170547000001,32119.68969,10949.95165,70241271.91,21523334.8,229885.4663,72137.64447999999,21452.68225,690736.4457,275658.4568,Allen
041000040601,1.0,34723.73478,8283.133865,169.0623272,31.88848751,11.15295493,17310.434830000002,6942.983193000001,37960661.4,8808243.248,220092.8215,119462.9761,41782.012630000005,761806.3187,375187.1541,Allen
041000040602,1.0,50192.93901,16710.14343,137.2411044,478.12496060000007,0.21603176899999998,54041.97493,21617.154309999998,10271316.45,2591837.839,51332.9149,19266.23553,6486.709514,202017.5848,91746.75498,Allen
041000040603,1.0,42020.013269999996,13727.80765,123.77094540000002,736.049317,109.169501,44829.43858,17845.055519999998,87601442.91,17515490.52,564082.3528,355113.5426,120986.6011,2212432.389,960274.0891,Allen
041000040604,1.0,41619.99431,10733.11401,216.0576724,1232.383502,393.44122819999995,18330.47365,7995.721147,192712731.5,44469781.48,1162343.029,760246.2595,265780.484,4742200.084,2345114.127,Allen
041000040605,1.0,21006.27363,5874.622977,122.8068498,796.3948366000001,277.6570789,7681.729681999999,2531.301464,106842538.1,26732898.79,800092.7958,247320.9936,98321.87127,1642313.56,572236.3288,Allen
041000040606,1.0,31182.16923,7144.532009999999,197.951398,1154.680302,412.1113646,7155.336884,3335.999096,227211845.9,51445860.75,1516601.0690000001,838956.3973,299849.3574,5194438.868,2394768.761,Allen
041000050101,1.0,30716.16882,6969.646928,160.1772175,575.4877117000001,106.45218529999998,13784.549869999999,5562.162945,138402822.5,30543202.6,806876.1242,377519.7982,123838.5401,2403937.215,1158882.217,Allen
041000050102,1.0,46515.81377,9407.446521,261.6270003,2340.120946,322.9328258,20702.79204,8210.621538,215827057.3,46215411.94,1250200.88,494795.1125,152765.3006,3194864.815,1507299.32,Allen
041000050103,1.0,32821.92422,6506.7326,182.3856609,1379.926071,371.8428139,21906.205619999997,9166.728439,76220833.11,15329984.66,423879.15,61536.399620000004,27221.16411,503420.3641,226394.1957,Allen
041000050104,1.0,47932.40635,24736.7446,216.733519,9208.538391,36307.49938,75406.57905,84784.89723999999,7111792.304,3645979.84,32199.0767,60078.62089,228888.7371,479386.599,535343.8814,Allen
041000050105,1.0,76894.54021,39371.701389999995,346.3961587,14605.516169999999,57773.73675,120672.5717,135207.5938,33130540.73,10334530.02,169868.31,112260.2796,385496.0696,922187.4546,943991.2129,Allen
041000050106,1.0,35278.01235,14294.271780000001,66.22927714,608.9808816000001,2387.707832,5606.530358,5846.3696820000005,4366690.441000001,1613033.326,18473.39086,14946.66439,58820.558020000004,133720.3803,142200.4103,Allen
041000071202,1.0,23614.429959999998,5574.407767000001,111.98980949999999,157.4659136,0.0,16064.82707,6611.656347,12046649.44,2532460.992,62876.772079999995,710.8553941,0.0,67927.23508,28009.32302,Allen
041000071203,1.0,31647.695160000003,8827.827878,123.48354180000001,175.24812219999998,0.0,13897.78858,5765.814439,8956858.707,1806444.419,47398.07952,745.040676,0.0,59084.32947999999,24512.48112,Allen
041000071204,1.0,40861.2645,5864.260467,239.54545069999998,0.094448058,0.0,7.490061054,3.10742259,3998804.091,573176.2247,23236.57298,17.82227993,0.0,1413.369086,586.3683879,Allen
050800011001,0.872103602,41296.37421,16682.64286,76.00735863,21.70518501,14.33921475,447.9719331,136.725925,1744174.332,828045.1136,7790.771853,263.2856997,173.9358677,5433.936811,1658.496843,Randolph
050800030101,1.0,15488.05935,5206.284977,65.16336814,106.1443822,33.11106765,1233.831434,300.21108460000005,1750758.855,456822.9084,9774.319751,5461.640975,1703.7243059999998,63486.58475,15447.30986,Wayne
050800030102,1.0,31749.99565,10598.42951,127.2835413,0.0,0.0,0.0,0.0,2655412.234,868389.0525,10792.92118,0.0,0.0,0.0,0.0,Wayne
050800030103,1.0,20283.81161,3533.280825,118.86117279999999,0.0,0.0,0.0,0.0,3624372.264,614351.4536,22928.16637,0.0,0.0,0.0,0.0,Wayne
050800030104,1.0,59038.68272999999,20858.06768,157.1428593,0.0,0.0,0.0,0.0,2285765.505,716399.5319,8167.103318,0.0,0.0,0.0,0.0,Wayne
050800030107,1.0,26248.29475,907.3909416000001,158.44155980000002,869.0879558,23.61625926,23960.469869999997,5984.235508,1683587.697,216188.2679,11014.81435,7009.758951000001,1821.0980100000002,101950.9742,25034.17367,Wayne
050800030108,1.0,20581.52887,1980.337001,149.56338440000002,412.0856335,0.00843694,11990.461809999999,2998.174424,4805651.357,928866.2267,42950.44451,975.4960993999999,3.0252914939999997,29139.523080000003,7489.113093000001,Wayne
050800030201,1.0,16033.5652,6308.087898,46.32439021,0.0,0.0,0.0,0.0,602362.9223,227909.3711,2124.841346,0.0,0.0,0.0,0.0,Randolph
050800030202,1.0,30861.354180000002,11623.15712,106.11635009999999,2.043501515,18.81581871,1264.009709,488.36738770000005,3673135.732,952455.5011,19182.88936,31.61987868,291.1443425,19558.50454,7556.694936,Randolph
050800030203,1.0,14172.00409,2830.99636,98.53854964,1539.937242,488.68251519999995,18467.251119999997,4576.025033,3934601.611,662093.5968,28683.80843,22059.68149,7017.767427,265729.0902,66012.78895,Wayne
050800030204,1.0,25890.32012,1010.6650300000001,178.9098042,1990.9181469999999,429.13509589999995,33940.66645,8384.487319,3663931.425,425351.9302,29038.162269999997,28359.240830000002,8626.322168,353688.7673,87678.99505,Wayne
050800030205,1.0,14840.186619999999,2728.9774820000002,98.45963684,38.32680022,6.1312571060000005,6367.186889,1850.985823,6927243.825,1135881.384,51166.4154,763.9453827000001,33.24686409,35279.440989999996,10868.65603,Wayne
050800030301,1.0,10998.4036,3181.438668,59.33134204,8.947568189,82.38595359,5534.526390999999,2138.339742,3457677.0810000002,657906.9436,21229.42239,47.69640594,439.17115830000006,29502.655010000002,11398.75307,Wayne
050800030302,1.0,31011.4035,5727.365014999999,194.6208235,47.26514811,435.2002931,29235.90009,11295.68867,7558234.531,1392018.9219999998,47078.51143,107.2727042,987.7280438999999,66353.62812000001,25636.62905,Wayne
050800030303,1.0,30379.478689999996,3810.1431380000004,252.24411969999997,4703.110406,1488.68074,56459.03246,14006.72494,10499162.58,1579667.737,78865.98156,50816.38143,16027.33296,623974.7876,157382.0745,Wayne
050800030304,1.0,34794.15338,10225.946320000001,187.22142380000003,1484.924896,813.6339882,30183.83827,11242.03594,7060877.984,1908495.0280000002,39918.02704,13557.880980000002,7131.258325,266757.8392,97621.7621,Wayne
050800030305,1.0,18299.55504,5075.135217,101.6366562,651.9543873,358.69071319999995,14371.170380000001,5258.570738,5298468.313999999,1330440.228,30885.60965,6828.121128,3747.8199,141587.9001,52524.407830000004,Wayne
050800030408,1.0,23762.33575,4668.215087,156.2796975,892.273315,211.2301631,24614.98242,3764.7783719999998,15285192.7,2901936.582,106422.8146,23099.15708,6372.985753,191752.9234,54304.54656,Franklin
050800030501,1.0,23473.82146,8218.083019,131.5956584,244.19056510000001,218.41365389999999,5012.2098399999995,2004.883936,1475756.295,403219.6693,6887.237934000001,1961.11292,1668.6575480000001,39054.89129,15621.956519999998,Decatur
050800030502,1.0,27158.0063,9169.664759000001,133.8465935,3140.878818,365.6937441,30204.9861,12081.99444,2467735.821,739154.3031,10992.61291,15741.543419999998,2722.24643,165287.2986,66114.91943,Franklin
050800030503,1.0,30965.18388,8635.409159,134.4649604,3907.283039,1408.364525,50931.09415,20372.43766,3725697.961,973431.942,16085.24121,16253.0394,5298.678847,204005.94199999998,81602.3768,Franklin
050800030504,1.0,13410.09276,2315.3184760000004,102.68086629999999,691.1886576,424.4144961,19643.679959999998,7857.4710319999995,5646440.967,787739.7485,47549.83162,7443.453295,3533.497789,159514.0171,63785.93635,Franklin
050800030505,1.0,38788.5784,12634.44108,176.5375024,7765.092785,704.2025956,69009.83736,27344.146080000002,3380159.088,966523.8592,20533.031219999997,38862.52194,6201.330927,280149.8911,101879.5746,Franklin
050800030601,1.0,23905.38352,9526.195934000001,52.62779406,0.0,0.0,0.0,0.0,332055.1899,132624.7615,806.2604142000001,0.0,0.0,0.0,0.0,Ripley
050800030602,1.0,37492.8755,14920.01515,78.78831208,8.518612313,0.686624433,296.3994993,118.5597997,416341.905,163749.8561,917.8045427999999,556.0997237,44.82322277,9315.084347,3726.033739,Franklin
050800030603,1.0,23550.78654,3553.71719,160.8607427,5534.5542479999995,1366.928592,25376.92829,6906.233398,7266676.75,1523361.0180000002,56493.07115,66554.96323,16447.30051,305122.4231,84045.88925,Franklin
050800030604,1.0,34914.350589999995,12214.556279999999,134.1905191,2928.2120210000003,719.994675,13999.698059999999,3994.9530579999996,4417639.058,983635.0262,37249.51444,51238.51495,12460.03791,249652.7969,72852.79552999999,Franklin
050800030605,1.0,20583.320490000002,4022.320811,157.0334408,3512.4855509999998,822.9944727999999,29725.6236,17239.60439,8144463.244,1699306.618,64846.49503,53834.40905,12887.86176,373882.1296,188484.1553,Franklin
050800030701,1.0,4250.4121939999995,2435.345264,167.786907,212.9630074,55.15119487,798.6294142,144.8395915,3714175.606,1076699.437,25081.971990000002,7434.2253439999995,1925.247091,27878.97815,5056.137096,Wayne
050800030703,1.0,22733.148269999998,6552.684077,154.3046159,4341.074247,1122.894806,16478.61639,3029.872657,15714359.88,4326691.592,105573.2868,27951.72646,7154.607836,117543.04199999999,23955.4435,Wayne
050800030704,0.96909555,20183.45535,5770.856163,135.4574101,3808.456238,984.1105385,14610.141780000002,2717.730425,13647050.34,3697493.215,91705.51187,23326.12506,5945.186021,101940.7729,21487.45434,Wayne
050800030705,1.0,28694.747160000003,5285.822789,179.87221100000002,82.29094329,386.7457588,26510.07729,10212.85374,12749639.67,2404340.173,81951.60317999999,2598.9957510000004,1518.692666,104846.9752,38657.75892,Wayne
050800030706,1.0,32135.4547,5722.505489,217.57364219999997,603.598513,51.32809498,18537.00318,6735.478867,16862926.55,3002887.795,114018.7252,4305.675384,511.3746133,127559.1279,45847.48489,Wayne
050800030707,1.0,23084.796309999998,4106.842514,152.1476416,412.750893,38.59174363,11882.68585,4297.951427,15340747.62,2836011.664,102187.2074,5186.477772,781.2354982,104477.06300000001,36578.20977,Wayne
050800030708,0.9047314040000001,40449.03778,7671.586029000001,196.2538084,32.48357458,3.3246286169999997,891.6730847000001,321.3421371,10236751.85,1860331.108,60601.401620000004,2129.1938219999997,349.3473006,38558.76032,13332.49694,Wayne
050800030709,1.0,20473.5276,6681.60084,77.02972239,367.142855,170.05893590000002,8102.091093999999,3004.14168,8440586.345,1797292.122,53308.43572,6550.431357,2920.824587,147072.8895,54464.15626,Wayne
050800030716,1.0,16095.6191,4270.538784,90.8109705,1350.7325779999999,569.6790384999999,2793.736644,1779.266682,1141657.853,291454.6294,7021.2872609999995,19241.8702,7969.055314,39477.7711,24419.5052,Franklin
050800030717,1.0,63568.61142000001,253.789566,177.3326563,4826.3368359999995,1224.646858,9695.319736,2564.60178,2143181.137,338964.5307,13077.341840000001,21968.02102,5898.749255,86619.78315,51472.10671,Franklin
050800030801,1.0,18673.93826,6715.388336,66.72821795,184.4184203,28.66571303,6127.970275,5208.266022999999,2687422.258,629312.6187,17848.02739,3725.1095950000004,885.6796823999999,82780.44604,67276.3532,Franklin
050800030802,1.0,26703.30195,5549.706122,194.9438937,1217.458741,178.33020180000003,41912.98555,35732.126019999996,5124209.183999999,1060245.588,37545.06745,5268.715828,777.433983,179705.2062,153051.406,Franklin
050800030803,1.0,29403.12681,7414.851611,198.7945995,4014.496961,1689.7065120000002,9834.651213,5416.400299,3487180.745,842380.1701,23088.70951,51422.87956,21064.75368,148018.9368,68503.46986,Franklin
050800030804,1.0,19895.443069999998,4349.025544,142.625151,1465.2874630000001,431.8942877,24651.07039,20237.71372,6609597.143999999,1409360.519,47564.75581,28304.3315,10133.57698,246526.8785,181776.1005,Franklin
050800030805,1.0,27747.557960000002,5961.913507,188.9144752,5683.059277,2125.313691,22786.73919,6885.814131,4672984.605,995049.5623,31731.16104,40828.71386,15192.646709999999,170913.4505,52184.0218,Franklin
050800030807,1.0,19594.28483,6004.595331,87.09193476,1947.017784,674.3381032000001,28674.10167,8109.3582400000005,8414186.833999999,2602093.295,36745.99527,13826.539680000002,4892.652029,146534.1741,44305.511080000004,Franklin
050902030402,1.0,115281.7832,45947.62688,184.3922291,1.108405118,0.0,54.43498273,5.443498272999999,1161004.5,226787.6454,7497.633656,40.89774918,0.0,2008.533011,200.85330109999998,Ripley
050902030501,1.0,23962.17237,5839.594671,196.3698902,0.0,0.0,170.4834324,68.19337295,1236158.169,333359.8949,8619.349542,0.0,0.0,4651.993392,1860.797357,Decatur
050902030502,1.0,72207.89983,28900.50111,139.95296509999997,137.38447480000002,11.07358025,105926.2817,42370.51268,7572123.194,3020968.925,15015.219819999998,2942.893087,237.20557090000003,149287.3381,59714.93525,Ripley
050902030503,1.0,48939.41146,19575.76459,116.4105467,0.0,0.0,0.0,0.0,146818.2344,58727.29376,349.23164019999996,0.0,0.0,0.0,0.0,Ripley
050902030504,1.0,21929.555819999998,8579.797534000001,58.03288901,67.46728688,0.0,13965.67356,4592.25184,2814288.091,1104134.463,6803.027951000001,258.3192472,0.0,48683.090489999995,15667.33431,Ripley
050902030505,1.0,35177.935710000005,13342.79709,93.97624405,11.50376802,0.0,46140.47832,18286.70255,5034067.103999999,1939476.015,12571.49097,106.87502669999999,0.0,79851.3233,30365.90463,Ripley
050902030506,1.0,59684.071339999995,21302.06999,261.25412439999997,819.0402588999999,0.0,40223.95928,4022.395928,2237537.272,776258.8396,10415.80393,933.6522933,0.0,45852.68114,4585.268114,Ripley
050902030507,1.0,35445.76386,12560.18977,168.45457919999998,452.51410669999996,0.0,22223.4607,2222.34607,2295692.999,769805.2499,15446.68082,691.9391962000001,0.0,33981.88764,3398.188764,Ripley
050902030601,1.0,42192.49328,11892.85443,587.1927225,300.0833448,58.85800949,451.94024529999996,280.01030739999993,4186837.0560000003,1235726.8490000002,50753.49141,4427.705817,865.702944,6834.316328,4170.805467,Ripley
050902030602,1.0,19611.25131,6454.048444,95.70688021,2026.467616,397.6257095,4025.4071670000003,1900.898256,3526616.771,1094383.899,16016.549319999998,18685.84498,3996.3862649999996,33534.92963,13006.60492,Switzerland
050902030805,1.0,31806.7971,5333.208175,167.76168280000002,2487.087024,442.6165137,10177.76125,2609.459177,43401725.45,6728804.1110000005,238069.8455,76403.25383,13740.2338,311828.8059,80716.40386,Switzerland
050902030901,1.0,61929.20556,15230.70155,211.00268849999998,6588.997205,1570.883826,11057.51965,2382.96004,5544157.054,1363531.3059999999,18889.65668,40718.42238,9699.606666,68717.49406,14840.52794,Switzerland
050902030902,1.0,29292.83872,7555.714177,171.79677949999999,2294.818792,742.2615526000001,6658.484009000001,1892.4028899999998,13083297.18,3475647.769,96356.75852999999,63151.409179999995,21089.89625,237162.7585,72320.88599,Switzerland
050902031005,1.0,21189.28301,3133.023475,120.02543670000001,1814.402548,317.0475023,7166.058578,1889.930645,31198920.76,4520510.933999999,179446.4277,57504.34409,10096.11495,226168.4355,60793.11822999999,Switzerland
050902031007,1.0,32600.963480000002,5949.762703,194.7820301,2662.58617,471.453033,11845.78793,3154.0684929999998,45274797.37,7655192.653,264134.1784,87498.17725,15592.298830000002,398374.825,107583.4694,Switzerland
050902031008,1.0,34277.83481,12183.66606,401.78330719999997,3483.9396409999995,735.9031531,26396.76739,8839.383658,8082478.615,2870835.0710000005,95017.74364,37663.24205,7956.193776000001,285213.7849,95503.37255,Switzerland
051201010401,1.0,34997.283610000006,13906.33063,93.45880847,0.018504913,0.016791218,0.0465647,0.048107987000000005,719421.303,279649.7191,2050.98068,66.92774722,60.72972988,168.4131392,173.99483180000001,Jay
051201010402,1.0,16351.278369999998,3160.980669,93.90562058,3015.9366440000003,2301.866565,74169.06388,29667.62555,799296.4953,147077.7441,4605.890262,10156.1903,7751.553704999999,249764.9041,99905.96164,Jay
051201010403,1.0,11928.3485,2278.767185,107.9419379,0.0,0.0,0.0,0.0,621757.8572,106369.2142,4885.522596,0.0,0.0,0.0,0.0,Jay
051201010404,1.0,11373.21091,910.6934606000001,95.42827916,0.0,0.0,0.0,0.0,734165.9227,70563.96067,5949.447655,0.0,0.0,0.0,0.0,Jay
051201010405,1.0,13381.14624,1161.128647,133.0364893,0.2346813,0.17911683899999997,5.771372013,2.308548805,1366753.51,166351.2754,8986.390369,108.8042227,83.04312456,2675.75493,1070.301972,Jay
051201010502,1.0,8062.423543999999,879.7963702999999,64.97593592,917.9586726,89.94191017,1609.377666,459.8221904,925257.46,95994.67928,7590.285453,6112.226203,598.8780502999999,10716.03835,3061.725244,Jay
051201010904,1.0,32201.966910000003,6249.702416,191.4703511,1362.143792,216.41295380000003,46439.525369999996,18131.438280000002,45072074.05,5507895.262,338474.9234,190808.5353,60937.00775,1157594.581,341814.973,Allen
051201011001,1.0,33568.65688,7842.190909999999,297.8588752,1492.341895,623.3937366,9574.410244,2978.1553010000002,142630348.9,33461894.98,1268137.5459999999,352493.4177,147073.7745,2245850.379,697636.3665,Allen
051201011002,1.0,42231.97777,9489.952369,208.0416649,2608.712705,583.0116084,19075.12427,6293.9696810000005,35245846.42,8129725.073,254439.2775,98143.87808,31711.1114,670021.8216,214863.354,Allen
051201011003,1.0,40159.02631,4397.302475,311.8497892,3857.407685,1244.9779939999999,21884.45782,6288.14857,85243751.02,9374171.035,661192.9484,389167.3616,125586.5015,2208405.364,634608.334,Allen
051201011004,1.0,30052.87864,5100.432411,229.5672699,2214.386724,723.9513427,13393.25766,4013.126089,188123315.6,34918735.06,1563621.6930000002,624478.3575,224661.1058,3765008.624,1128440.764,Allen
051201011005,1.0,34345.23689,7902.686264,163.9260172,2069.1713879999998,456.3481856000001,15208.47051,5051.464247,14692148.84,3360257.559,72040.77172,46115.50996,10233.07455,351991.5884,121995.646,Whitley
051201011305,1.0,50417.43077,20147.04299,111.58125090000001,2.9598350730000003,0.895076057,21.64058347,6.0650851789999995,713768.2352,251195.7994,2406.149566,335.0091182,64.71551501,5249.067305,2447.7885530000003,Wabash
051201011401,1.0,25854.18062,9316.932421,102.59885200000001,470.7064841,48.63832375,10610.758179999999,5474.7892520000005,12421348.25,3424807.9689999996,95220.39672,22915.30246,2367.8490469999997,516561.2569,266527.9869,Wabash
051201011402,1.0,30030.28129,9552.106054,159.34665800000002,1653.386538,142.79483280000002,25321.02381,12736.84632,23125244.54,6586091.054,166709.3034,49107.14969,4656.951883,929200.5147,474556.9419,Wabash
051201011403,1.0,45833.55369,12426.73662,360.3047858,2714.881474,280.4393902,61160.79641,31555.825360000003,25918413.52,7027206.13,203746.8883,49996.83483,5148.077824,1119319.58,577318.8919,Wabash
051201011404,1.0,80604.19355,32241.561169999997,129.6610975,0.053396742999999997,0.005517511,1.203679893,0.6210577629999999,1141972.991,442592.11299999995,2563.1864649999998,210.7429267,21.77616634,4750.608520000001,2451.151937,Wabash
051201011405,1.0,39130.76758,13926.346940000001,118.91118689999999,2576.578066,13.25979205,30884.890989999996,11623.0429,11075241.1,3270540.0069999998,69894.70017000001,28363.355010000003,1434.1822960000002,478476.7535,221365.0356,Wabash
051201011406,1.0,26698.71361,11359.4506,127.3552777,15.23355541,0.0,174.1733034,63.03414788,2562427.724,1088077.695,13918.787719999998,886.6910144,0.0,10138.007759999999,3668.993286,Wabash
051201011503,1.0,32520.16846,9759.762248,98.28570474,1475.7376199999999,197.3089208,7720.687156999999,3896.197566,3077531.715,1015584.3470000001,12884.5427,15484.77488,2094.060497,82619.75213,41227.365860000005,Howard
051201011504,1.0,33787.34176,9739.996124,148.5326483,1771.392646,440.3343246,23058.67123,7636.407275,9086423.786,2667187.9469999997,43039.63189,25582.698640000002,5908.815703,302463.3405,103729.9955,Howard
051201011507,1.0,52705.82185,14656.017530000001,291.2053664,8257.251779,5458.942604,59574.92752999999,22465.31638,21457476.99,6162693.779,113787.0091,111692.0245,60047.45707999999,803840.387,292899.1138,Cass
051201011603,1.0,53520.95496,19293.95352,205.9190471,12798.277909999999,59242.12383,97994.41633,74554.07631,14481535.18,4565710.694,76030.66917000001,40843.19337,134199.3203,311243.5998,196776.8788,Cass
051201020101,1.0,23882.618140000002,7763.822789,117.0387769,1492.6156119999998,1354.388078,3755.9321990000003,3880.4145240000003,6201277.221,2036277.5569999998,31900.933539999998,21679.1247,19671.47322,54552.10427999999,56360.116879999994,Jay
051201020102,1.0,11686.398790000001,1992.423528,80.08510548,600.5424405,230.5567418,3534.055676,2447.2869920000003,10142233.45,2004870.245,83493.21842,15420.5677,5920.174171,90746.53367,62840.778920000004,Jay
051201020103,1.0,48716.19376,16022.904830000001,186.29164450000002,2.102766824,0.807281942,12.37430451,8.569042832000001,1169980.268,309888.3223,7047.069538,889.2982127,341.4141692,5233.317721,3624.0035700000003,Jay
051201020104,1.0,14700.118999999999,319.36812000000003,235.2262733,3.444555678,1.322413672,20.27042674,14.03700344,847143.8343,133686.2483,8530.803390000001,1018.3453289999999,390.9571835,5992.730651,4149.887018,Jay
051201020105,1.0,29820.14419,5813.13366,249.02467169999997,8363.367953,3210.815315,49216.51825,34081.79043,38930874.67,7704342.12,323473.9291,61198.5064,23494.972690000002,360139.2913,249391.7141,Jay
051201020106,1.0,13813.01664,1418.33479,126.47675079999999,1965.851769,754.6573672000001,11565.55883,8008.744642000001,17658486.85,3487482.3239999996,146365.37699999998,27544.771310000004,10565.00348,161606.0355,111869.3563,Jay
051201020107,1.0,12159.950359999999,286.506778,118.39152659999998,302.040278,86.29722229,302.040278,86.29722229,307132.8047,45205.5188,2311.858898,1906.2568170000002,544.6448048,1906.2568170000002,544.6448048,Jay
051201020108,1.0,16334.489309999999,36.47878225,167.7151825,26.86317631,20.50289998,660.6294742,264.25178969999996,329587.9203,14757.09645,3247.221295,1086.115298,828.9605465,26710.161509999998,10684.0646,Jay
051201020202,1.0,12425.83358,1642.20944,96.75467497,1556.015022,1187.604176,38266.1147,15306.445880000001,1112799.887,162230.8558,7958.677323000001,10220.91445,7800.953401999999,251356.6251,100542.65,Jay
051201020404,1.0,66671.01916,20357.05432,161.22543159999998,14378.07968,870.5673305,62024.27899,24809.47067,645085.3152,192943.7586,1701.1875059999998,43657.039319999996,2664.258845,188807.7463,75468.37706,Wabash
051201020406,1.0,13244.46651,4655.7406630000005,34.85064477,1280.217181,79.48084662,6363.246607,2665.877366,3108990.289,867992.3096,22874.34549,13961.58356,1076.678323,158811.5864,77662.6884,Wabash
051201030101,1.0,21371.51714,10418.7142,126.7698259,292.3093266,193.1099047,6032.953603,1841.3233079999998,4377324.959,2164764.623,27949.78395,1003.370397,662.8620574,20708.4978,6320.4596280000005,Randolph
051201030103,0.991225866,13521.835509999999,5353.358593999999,84.89906508,376.6555737,311.4256441,3176.701583,1434.2089230000001,5748560.518999999,2366645.745,34356.37695,9507.817018000002,8448.660284,37046.32027,27396.424069999997,Randolph
051201030104,1.0,12127.301309999999,914.3745144,97.43503011,0.0,0.0,0.0,0.0,864943.2168,193855.6433,4886.372292,0.0,0.0,0.0,0.0,Randolph
