,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0.7211754149842979,0.2949266900220579,0.6153846153846153,0.4792327859804056,0.1966035271064664,0.5160266582037447,0.03333333333333333,0.05927051671732522,0.21101417666303157,0.0,0.10256410256410256,0.08380135973987586,0.01193058568329718,0.08024691358024691,0.043478260869565216,0.3111739745403112,0.42857142857142855,0.21052631578947367,0.28370806956268646,0.4962841667716337,0.4529419316665829,0.27408283586227294,0.7906234054686796,0.10788999014448557,0.0825346404512843,0.697900665642601,0.3123804502083882,0.32383654004275614,0.28356296058955466,0.4853333333333334,0.3605474280320906,0.10530085959885387,0.2984565393988627,0.23606192451684713,0.0,0.6381196848284638,0.7044735451114104,0.7677097606832151,0.6663827987471711,0.7803343349268033,0.3354647283163013
1,0.1441229250785105,0.18178279486181398,0.3846153846153846,0.15282185732027048,0.13977792292619207,0.22722945096794667,0.008333333333333333,0.03495440729483282,0.1297709923664122,0.0,0.0,0.05172923440733078,0.03497830802603037,0.20987654320987656,0.09233954451345755,0.24893917963224893,0.14285714285714285,0.07017543859649122,0.18639792379150597,0.4858294495528404,0.45570496396894233,0.5524645609625373,0.6933564113082078,0.13952061290142626,0.08078208007010242,0.6758832565284179,0.46688505830944665,0.5045058378556159,0.20602371034924702,0.5336296296296297,0.2449268522888155,0.08739255014326647,0.09699431356620632,0.08165536780329859,0.0,0.6381196848284638,0.7044735451114104,0.7677097606832151,0.6663827987471711,0.3622073786453021,0.16034427810179885
2,0.5351054284432479,0.5591021149604256,0.13461538461538458,0.2663170967296813,0.17635532331809278,0.2364328784512853,0.11666666666666668,0.04711246200607902,0.06597600872410032,0.0,0.02564102564102564,0.04345255690215785,0.0005422993492407809,0.0,0.0,0.5077793493635078,0.0,0.0,0.06567383799429205,0.08703866985766469,0.08746811349085407,0.057896390485519436,0.42263375720769836,0.005913308663555051,0.08080946382605839,0.6876600102406552,0.5434922843055314,0.6341391218549581,0.10829862223646267,0.046814814814814816,0.018404907975460124,0.0057306590257879654,0.04256701868399675,0.49873520186178283,0.0,0.6381196848284638,0.7044735451114104,0.7677097606832151,0.6663827987471711,0.6758851380992414,0.0018193821862885625
3,0.7138851502916104,0.6242377059815751,0.1538461538461538,0.2464468055747206,0.17308948399738733,0.2805458584576325,0.05,0.045592705167173245,0.06924754634678298,0.0,0.02564102564102564,0.16848950635530596,0.08405639913232105,0.033950617283950615,0.010766045548654244,0.9999999999999999,0.0,0.08771929824561403,0.081010938902229,0.3092329008691271,0.14429168690099411,0.08208919363483469,0.5343147030934046,0.010543540918980234,0.04510104605947752,0.9293394777265747,0.43663370224318876,0.5971879625061668,0.12720281960909963,0.03674074074074075,0.015573383671543182,0.006446991404011461,0.07132412672623882,0.6101386218759486,0.014739663093415005,0.16754090310484182,0.09559047966468848,0.06119945189764531,0.1328158935552457,0.4585766609866274,0.27316046466498145
4,0.5099820547330642,0.41909951991695854,0.2692307692307693,0.08541465433972677,0.0953625081645983,0.2259600126943827,0.4083333333333333,0.05927051671732522,0.06324972737186477,0.0,0.02564102564102564,0.1958321016848951,0.14289587852494579,0.32561728395061723,0.20993788819875775,0.19377652050919378,0.14285714285714285,0.43859649122807015,0.3838236839764889,0.7993450056682202,0.5218223733052006,0.3894061766499714,0.2744651545924168,0.16696729084924783,0.09400843419683444,0.7542242703533029,0.47850207266383576,0.5085923367867128,0.4219801345722525,0.7022222222222223,0.3978291647003303,0.36532951289398274,0.04061738424045491,0.2847313568754427,0.416156202143951,0.12470257360326809,0.04163099394742531,0.0,0.08594339406963725,0.5646351887777509,0.20979329025550292
5,0.48070883804396597,0.37952510704554293,0.3076923076923076,0.02387194701255689,0.01306335728282168,0.7575372897492858,0.0,0.0972644376899696,0.5327153762268266,0.0,0.1282051282051282,0.041383387525864616,0.0010845986984815619,0.038580246913580245,0.002898550724637681,0.0297029702970297,0.14285714285714285,0.22807017543859648,0.0589876058114434,0.13717092832850486,0.03928529564445635,0.02456613746834975,0.41027392311121336,0.006471167971437603,0.050440878470891064,0.824884792626728,0.21685280440672453,0.21385462917283343,0.09548221723806471,0.010074074074074074,0.004247286455875412,0.004297994269340973,0.15093419983753045,0.6228877871091775,0.02373660030627871,0.5713711747505634,0.541441153041549,0.38494630508906624,0.5575832742735654,0.3853994425485354,0.0
6,0.33501570210856896,0.18411833398209426,0.5769230769230769,0.3826410928660135,0.19137818419333774,0.49317676927959375,0.3666666666666667,0.7811550151975684,0.31025081788440567,0.0,0.9487179487179487,0.10316287318947681,0.004338394793926247,0.0632716049382716,0.0033126293995859213,0.042432814710042434,0.14285714285714285,0.12280701754385964,0.04293094666375609,0.1386824537095352,0.06322599371479926,0.05441809747352469,0.4932628098879561,0.016661397995425552,0.039898132427843805,0.7951868919610854,0.0,0.0,0.061839154117270104,0.019555555555555555,0.0037753657385559227,0.0014326647564469914,0.172055239642567,0.5291915410300516,0.009188361408882083,0.10698421910225209,0.15541642161059555,0.3917657181096841,0.12518003703619085,0.3142713352882897,0.34394034971983195
7,0.35610139075818753,0.18658362527572342,0.5769230769230769,0.30757554850282876,0.12148922273024167,0.267216756585211,0.0,0.12310030395136776,0.11014176663031626,0.0,0.1282051282051282,0.11276973100798109,0.03253796095444685,0.10956790123456789,0.02194616977225673,0.04526166902404526,0.0,0.2982456140350877,0.0516626646292658,0.17269177478271824,0.10447053044638321,0.08968525329439815,0.5307774142663237,0.014318388902318834,0.054521058108330134,0.865847414234511,0.1630308571685,0.21522775859233675,0.07401473886574815,0.04325925925925926,0.018404907975460124,0.008595988538681947,0.13696181965881396,0.5627845795810988,0.0,0.6381196848284638,0.7044735451114104,0.7677097606832151,0.6663827987471711,0.3687632962807679,0.5721318560606636
8,0.3910946612830866,0.28350849876735434,0.3846153846153846,0.9488064026493721,0.43109079033311565,0.5239606474135194,0.0,0.03951367781155016,0.31788440567066517,0.5,0.1282051282051282,0.02556902157848064,0.009219088937093277,0.0,0.0,0.028288543140028287,0.0,0.08771929824561403,0.032937980547672746,0.005416299282025444,0.02016734486550452,0.012501155118561369,0.5436430517620301,0.005002138460680216,0.06161345090092557,0.8745519713261649,0.42536446910076114,0.5558378556158527,0.07465555911566805,0.004148148148148149,0.0014157621519584709,0.0,0.27327376116978064,0.4113123545482141,0.0028713629402756504,0.13983616437133106,0.19896071409959593,0.44810554156973925,0.16363366178185235,0.3569118082262085,0.09966017053794593
9,0.2110812023328847,0.253146490203711,0.3076923076923076,0.28163377949496343,0.3814500326583932,0.6255157092986352,0.0,0.06382978723404255,0.5534351145038168,0.0,0.05128205128205127,0.10257168193910732,0.005422993492407809,0.0,0.0,0.07072135785007072,0.0,0.14035087719298245,0.028952112994898402,0.023554603854389723,0.06613415498657557,0.07081154009647551,0.584366784168687,0.005690164940402031,0.04375924201763514,0.8284690220174091,0.42059650087225764,0.5131146193060352,0.060237103492470356,0.008296296296296296,0.0014157621519584709,0.0007163323782234957,0.3759545085296506,0.2621673580896489,0.0051684532924961704,0.23959286623066456,0.3074827095880823,0.532280679391989,0.2680837200795594,0.4270097154647505,0.4675680482277136
