"","circulatory_ratio","relief","avg_slope","elongation_ratio","drainage_density","shape_factor","relief_ratio","ruggedness","aae_area","buildings_aae_count","buildings_x_count","water_bodies_area","dams_count","bridges_count","streets_km","railroads_km","population_density","avg_median_income","population_change","dependent_population_pct","dist_to_stream_avg","dist_to_stream_stdev","avg_impervious_percent","orb100yr24ha_am","policy_total_building_coverage_avg","claims_total_building_insurance_coverage_avg"
"11",0.75,0.538636677245757,0.105813193990856,0.00833333333333333,0.0501519756838906,0.106870229007634,0.5,0.0256410256410256,0.00399054093999409,0,0,0.0099009900990099,0,0.087719298245614,0.00150379587183778,0,0.0120538932115992,0.612876976385095,0.0387753984336492,0.746543778801844,0.443432263999596,0.53630159513238,0.00631699846860643,0.322988326153434,0.978419209230747,1.21602908741577e-05
"12",0.557692307692308,0.514971712432731,0.131939908556499,0.0666666666666667,0.0714285714285714,0.158124318429662,0,0.0769230769230769,0.081879988176175,0.012472885032538,0.00082815734989648,0.0480905233380481,0.285714285714286,0.210526315789474,0.102613855942823,0.238443128857539,0.0706119356090709,0.416710410323281,0.0411851689577742,0.563236047107015,0.301515092021787,0.361535931590199,0.0756125574272588,0.353407290015848,0.639773028253967,0.603707064672987
"13",0.384615384615385,0.638402097419622,0.299804049640758,0,0.0486322188449848,0.128680479825518,0.5,0.0256410256410256,0.0128584096955365,0,0,0.198019801980198,0,0.0350877192982456,0.0336898784835916,0,0.117585524978284,0.700669994964199,0.0658305493181445,0.74142345110087,0.315325371761287,0.292345009044565,0.00708269525267994,0.190870739492422,0.48683863938338,0.00182232092324982
"14",0.115384615384615,0.185594038912654,0.175702155453952,0.158333333333333,0.0592705167173252,0.0845147219193021,0,0.0256410256410256,0.0882352941176471,0.00379609544468547,0,0.198019801980198,0,0.280701754385965,0.0628521995035857,0.414535835747575,0.0765889810930194,0.611365124466544,0.0503039596911112,0.793650793650793,0.322785839695299,0.294055254070054,0,0.638119684828464,0.344824225080072,0.124353667873069
"15",0.576923076923077,0.181178418655996,0.0516002612671457,0.516666666666667,0.0699088145896657,0.133587786259542,0,0.0512820512820513,0,0,0,0.0226308345120226,0.142857142857143,0.140350877192982,0.0128711990750847,0.0865348280639879,0.0569833847746133,0.497168501454602,0.0406101100826989,0.908858166922683,0.287766515400537,0.319133366222661,0,0.638119684828464,0.373616416001251,0.0281321235870629
"16",0.673076923076923,0.342693528356561,0.210320052253429,0.0166666666666667,0.060790273556231,0.0872410032715376,0,0.0769230769230769,0.0650310375406444,0.0376898047722343,0.22111801242236,0.0905233380480905,0.428571428571429,0.12280701754386,0.163946089726487,0.262249653608767,0.0818378398358808,0.216971871772724,0.0283148036584698,0.812596006144393,0.263175018090232,0.287296497286631,0,0.638119684828464,0.334140224218719,0.349272738603907
"17",0.192307692307692,0.532841175658893,0.134552580013063,0.5,0.060790273556231,0.130861504907306,0.5,0.0256410256410256,0.0574933490984334,0.00352494577006508,0,0.352192362093352,0,0.087719298245614,0.0268338628958581,0.0793550825040937,0.0843772524811947,0.455755542438017,0.0899556383153513,0.790066564260113,0.261004190202667,0.27930439072521,0.010145482388974,0.232137675498315,0.394904910122422,0.551703378078137
"18",0.0769230769230769,0.301021112184352,0.1685173089484,0,0.0501519756838906,0.324972737186478,0,0.0512820512820513,0.0973987584983742,0.0168112798264642,0,0.223479490806224,0,0.0526315789473684,0.0801296821816359,0.0944703363143973,0.0599220063947364,0.408754734264234,0.058765540281505,0.878648233486943,0.351348774071228,0.369840486762046,0,0.638119684828464,0.338813935946734,0.24447595986496
"19",0.25,0.0274596384710915,0.00261267145656434,0.308333333333333,0.0486322188449848,0.361504907306434,0,0,0.130948861956843,0.0086767895878525,0,0,0,0.157894736842105,0.0274887417432713,0.0627283033127598,0.09255364370599,0.561329495897434,0.0327509721233364,0.73783922171019,0.435253796144116,0.302170695609275,0,0.638119684828464,0.274569244808882,0.171733707870292
"20",0.730769230769231,0.0649234165861736,0.0666231221423906,0.441666666666667,0.033434650455927,0.069247546346783,0,0,0.041531185338457,0.0932754880694143,0.154865424430642,0.0608203677510608,0.285714285714286,0.192982456140351,0.253737256138479,0.334173069656128,0.285767091134234,0.231647284947402,0.0249192179199299,0.789042498719918,0.54548361221273,0.583316888669627,0.373277182235835,0.437856297850495,0.843061341267747,0.466658053127298
"21",0.653846153846154,0.0238719470125569,0.0130633572828217,0.341666666666667,0.0577507598784194,0.365866957470011,0,0.0769230769230769,0.0189181200118238,0.00244034707158351,0,0.00282885431400283,0,0.087719298245614,0.00976658824290345,0.145988159717849,0.0064058254939287,0.687313450257293,0.0585464702338573,0.895033282130056,0.390849988500782,0.428556158526558,0.0237366003062787,0.571371174750563,0.321580086732476,0.333516447046747
"22",0.692307692307692,0.480474679177591,0.250816459830176,0.0833333333333333,0.0501519756838906,0.100327153762268,0.5,0.0769230769230769,0.02926396689329,0.000813449023861172,0,0.0367751060820368,0,0.333333333333333,0.0378212746691245,0.10505101398161,0.0385754153806347,0.561392415616986,0.0574785037515746,0.627240143369176,0.344095852989516,0.344976155237625,0,0.638119684828464,0.495006194309781,0.072351095971549
"23",0.634615384615385,0.0238719470125569,0.0130633572828217,0.366666666666667,0.0258358662613982,0.296074154852781,0,0.0256410256410256,0.0477386934673367,0.000542299349240781,0,0.0678925035360679,0,0.263157894736842,0.0403195161981453,0.0364025695931478,0.0128597039200103,0.472674944055921,0.037241908100115,0.920634920634921,0.632855227656459,0.711807268541358,0.0237366003062787,0.571371174750563,0.24025024380308,0.0573618147612758
"24",0.269230769230769,0.266593072995722,0.0862181580666231,0.00833333333333333,0.0623100303951368,0.438386041439477,0,0.0512820512820513,0.0772982559858114,0.0317245119305857,0.0356107660455487,0.0424328147100424,0,0.210526315789474,0.0828866412800052,0.197002141327623,0.119248895706655,0.63751571603419,0.0614765321211457,0.70558115719406,0.344006102999332,0.258789672751192,0.0639356814701378,0.414745206580211,0.289285677002979,0.231395945657687
"25",0.346153846153846,0.74389402511384,0.161985630306989,0.308333333333333,0.0364741641337386,0.456924754634678,0.5,0.0769230769230769,0.024534436890334,0.00135574837310195,0,0.00141442715700141,0,0.105263157894737,0.0165417545902156,0,0.0334928937106105,0.613310522155856,0.0658305493181445,0.720942140296979,0.500350585899155,0.690314093076797,0.0057427258805513,0.543045914153702,0.0977086516166262,0.000959244278456474
"26",0.173076923076923,0.190837587967435,0.131286740692358,0.358333333333333,0.0303951367781155,0.327153762268266,0,0,0,0,0,0.0806223479490806,0,0.245614035087719,0.0753595769967741,0.0927068900365285,0.0495019128763376,0.362621017631973,0.0367763842488636,0.505888376856119,0.720428780578102,0.498692649235323,0.0153139356814701,0.486846275752774,0.193326556777046,0
"27",0.519230769230769,0.314750931419898,0.278902677988243,0.675,0.0379939209726444,0.0599781897491821,0.5,0.0256410256410256,0,0,0,0.0792079207920792,0,0.333333333333333,0.151600410714141,0.199395389847588,0.137024784223853,0.370213626899403,0.0163207185497563,0.615975422427035,0.531869660576756,0.494227923038974,0.0535987748851455,0.60874980469186,0.81926720453458,0.34015100041193
"28",0.307692307692308,0.304056851110805,0.135205747877204,0.4,0.664133738601824,0.255179934569248,0,0.666666666666667,0.0849837422406148,0.00135574837310195,0,0.0254596888260255,0,0.385964912280702,0.0921762190044224,0.383045723642776,0.0563513038978321,0.586679028279412,0.0399802836957117,0.797747055811572,0.0257414190595323,0.0197911527709258,0.0195252679938744,0.767447155197429,0.0425301333809813,1.69230714665361e-05
"29",0.461538461538462,0.340278736028702,0.276290006531679,0.1,0.0197568389057751,0.0185387131952017,0.5,0.0256410256410256,0.183121489801951,0.0119305856832972,0,0.0622347949080622,0,0.192982456140351,0.0349753814062917,0.108955787882605,0.0290017927440072,0.701209148038094,0.0385563283860014,0.756784434203789,0.760597510559647,0.589343857918106,0.00784839203675345,0.776205888261423,0.754307794682483,0.000711782359167365
"30",0.673076923076923,0.244101007313371,0.0822991508817766,0.00833333333333333,0.0364741641337386,0.100872410032715,0,0.0256410256410256,0.045078332840674,0,0,0.0452616690240453,0,0.228070175438597,0.0175927947156936,0.193223327875047,0.0701942447372799,0.361653877066429,0.0435127882140314,0.866871479774705,0.350367133553595,0.333070218714027,0.00401990811638591,0,0.419802199653662,0.0101555655877955
"31",0.5,0.0238719470125569,0.0130633572828217,0.0333333333333333,0.0820668693009119,0.0676117775354417,0,0.0512820512820513,0.00295595625184747,0,0,0.756718528995757,0.142857142857143,0.12280701754386,0.0111491102541092,0.0571860435823152,0.073036760493097,0.507214090459881,0.0636946163535791,0.815668202764977,0.232615146432718,0.231499753330044,0.0237366003062787,0.571371174750563,0.323337750961799,0.00229099880069131
"32",0.480769230769231,0.0238719470125569,0.0130633572828217,0,0.0623100303951368,0.106870229007634,0,0,0.056163168785102,0.0029826464208243,0,0.0183875530410184,0,0.210526315789474,0.0599012022282051,0.089179997480791,0.158485962999242,0.670758671749157,0.0437866257735911,0.654377880184332,0.320676714925984,0.285495806610755,0.0237366003062787,0.571371174750563,0.737316109842361,0.535598795523189
"33",0.211538461538461,0.262177452739064,0.120836054866101,0.1,0.0775075987841945,0.235550708833152,0,0.0512820512820513,0.165385752290866,0.0401301518438178,0,0.944837340876945,0.285714285714286,0.228070175438597,0.178466613306168,0.0375362136289205,0.248618478200603,1,0.195437866257736,0.741935483870968,0.227275022016794,0.274749218878474,0,0.638119684828464,0.794553935650553,0.628257374583067
"34",0.115384615384615,0.42859114116186,0.201828870019595,0.308333333333333,0.0987841945288754,0.453107960741549,0,0.128205128205128,0.117794856636122,0.084056399132321,0.13167701863354,0.224893917963225,0.571428571428571,0.684210526315789,0.877545740457768,0.248142083385817,0.741733971574842,0.353522114725104,0.269127553535243,0.414234511008704,0.356279414156939,0.361889491859891,0.566615620214395,0.237967902502177,0.622270552593611,0.253534667215906
"35",0.115384615384615,0.436387470677522,0.150228608752449,0.341666666666667,0.133738601823708,0.358778625954198,0,0.17948717948718,0.230268992018918,1,0.590476190476191,0.388967468175389,0.285714285714286,0.859649122807018,0.731637116269293,0.257966998362514,0.687626369970614,0.731452411681724,0.583849060737171,0.458781362007168,0.273771126306283,0.309562571945404,0.539816232771822,0.252503292337225,0.684302261924502,0.283299411188582
"36",0.288461538461538,0.461501310887264,0.0992815153494448,0.391666666666667,0.161094224924012,0.272628135223555,0,0.230769230769231,0.0959207803724505,0.471529284164859,1,0.181046676096181,0,0.929824561403509,0.489008545764713,0.313263635218541,0.758367678858558,0.348221072770102,0.249767238074374,0.601126472094214,0.131932485569884,0.150616674888999,0.743300153139357,0.282730296198745,0.535586267204292,0.329486323979536
"37",0.0576923076923077,0.448530426383331,0.141084258654474,0.266666666666667,0.162613981762918,0.641221374045801,0,0.230769230769231,0.0727165237954478,0.151301518438178,0.168115942028986,0.1004243281471,0,0.526315789473684,0.410956689061906,0.277112986522232,0.890760899698745,0.279253723213263,0.249712470562462,0.671274961597542,0.119771361900007,0.122471632955106,0.619831546707504,0.189129706926185,0.475454971628532,0.239589650984452
"38",0.0576923076923077,0.442113978197875,0.145003265839321,0.25,0.161094224924012,0.739912758996729,0,0.230769230769231,0.0462607153414129,0.0813449023861171,0.380538302277433,0.117397454031117,0,0.578947368421053,0.265832302505518,0.0682705630432044,0.934130519156486,0.554584635360215,0.199791883454735,0.732718894009216,0.139471484745306,0.159225456339418,0.501339969372129,0.185214615745184,0.342737362964704,0.199628503113794
"39",0,0.387539671588243,0.165251469627694,0.558333333333333,0.120060790273556,0.109596510359869,0,0.153846153846154,0.565031037540645,0.985629067245119,0.894824016563147,0.773691654879774,0.142857142857143,0.771929824561403,0.747103575961904,0.604484191963723,0.469554771101706,0.215582968988137,0.196040308888767,0.512032770097286,0.202526462223668,0.227331031080414,0.583460949464012,0.218771902412893,0.823004183192312,0.321427699217232
"40",0.615384615384615,0.277563129570857,0.197256694970608,0.841666666666667,0.0501519756838906,0.0218102508178844,0.5,0.0512820512820513,0,0,0,0.0226308345120226,0,0.245614035087719,0.00799598987767509,0.0319939538984759,0.0824551351950765,0.635880914981674,0.0568486773645873,0.821812596006145,0.591805825896238,0.571945403716494,0.00784839203675345,0.602473159081271,0.160040426277274,0.0426541456204966
"41",0.596153846153846,0.0238719470125569,0.0130633572828217,0.0916666666666667,0.0623100303951368,0.257360959651036,0,0.102564102564103,0.256872598285545,0.0189804772234273,0,0.108910891089109,0.142857142857143,0.263157894736842,0.0824985649259825,0.289205189570475,0.0653261130722457,0.510947030711716,0.0448819760118298,0.529441884280594,0.403611315230012,0.402688702516034,0.0237366003062787,0.571371174750563,0.327562821322992,0.158188359865568
"42",0.711538461538462,0.276666206706223,0.193990855649902,0.491666666666667,0.0455927051671733,0.112322791712105,0,0.0256410256410256,0.340969553650606,0.0214208242950108,0,0.422913719943423,0,0.280701754385965,0.0788037546387252,0.121677793172944,0.0196980058033157,0.499888278589842,0.0458404074702886,0.778801843317972,0.418083501147117,0.385084690018089,0.0141653905053599,0.612691680989264,0.374654141933329,0.0010343340746044
"43",0.615384615384615,0.0899682627294053,0.0790333115610712,0.0416666666666667,0.0653495440729483,0.290076335877863,0,0.0256410256410256,0.14011232633757,0.132863340563991,0.361076604554865,0.152758132956153,0,0.350877192982456,0.198250422437281,0.157324600075576,0.122675439407101,0.673199200941795,0.0825072566953283,0.734767025089606,0.207473930432539,0.257038316066436,0.132465543644717,0.189504698555836,0.77363663885074,0.455765168569499
"44",0.403846153846154,0.446805574720574,0.0855649902024821,0.541666666666667,0.141337386018237,0.119956379498364,0.5,0.205128205128205,0.0518770322199231,0.0238611713665944,0.154037267080745,0.118811881188119,0,0.105263157894737,0.198881046512568,0.141957425368434,0.617816548690558,0.488569843667842,0.38572758639575,0.716333845366103,0.156019139185407,0.163163953297155,0.404670750382848,0.211031003772237,0.371262748224553,0.162234291310915
"45",0.230769230769231,0.302125017248517,0.0973220117570216,0,0.0729483282674772,0.0441657579062159,0.5,0.0769230769230769,0.0892698788057937,0.0837852494577007,0.182194616977226,0.0594059405940594,0,0.298245614035088,0.177464082724943,0.213628920518957,0.326600994326058,0.721584465276875,0.216495974587874,0.734767025089606,0.22486299103061,0.190782765992435,0,0.638119684828464,0.709163378531685,0.476618851389592
"46",0.365384615384615,0.23637367186422,0.0640104506858263,0.0166666666666667,0.0881458966565349,0.273173391494002,0,0.0769230769230769,0.301803133313627,0.0845986984815618,0.0550724637681159,0.12022630834512,0,0.140350877192982,0.0749149061744565,0.0957299407985892,0.165327961261944,0.522541156277687,0.0569308286324552,0.733742959549411,0.268296376905084,0.292065449761552,0,0.638119684828464,0.464279480265485,0.166763290311238
"47",0.596153846153846,0.0238719470125569,0.0130633572828217,0.4,0.0455927051671733,0.261177753544166,0,0.0512820512820513,0,0,0,0.0099009900990099,0,0.315789473684211,0.0501426989093437,0.107192341604736,0.122597815439777,0.632075272439051,0.0565474560490717,0.768561187916027,0.315056121790737,0.403724716329551,0.0237366003062787,0.571371174750563,0.371116842671815,0.261158257572188
"48",0.442307692307692,0.279977921898717,0.201828870019595,0.408333333333333,0.64741641337386,0.248636859323882,0,0.615384615384615,0.026899201891812,0.00216919739696312,0,0.016973125884017,0.142857142857143,0.105263157894737,0.00787471601704302,0.0631061846580174,0.0973885079564567,0.537454908460701,0.0118023988170217,0.74142345110087,0.0128679048425729,0.0129419503371156,0.00918836140888208,0.316725073101047,0.502869920951236,0.528760658621621
"49",0.634615384615385,0.971850420863806,0.135858915741346,0.00833333333333333,0.0121580547112462,0.300981461286805,0.5,0.0256410256410256,0.0852793378657996,0.00650759219088937,0,0.0777934936350778,0.142857142857143,0.403508771929825,0.0939953269139036,0.19901750850233,0.0477683109394348,0.441850951410635,0.0664603757051317,0.768049155145929,0.757304807794787,0.772858082552212,0.0137825421133231,0.319211624740519,0.98998689763281,1
"50",0.25,0.255898992686629,0.134552580013063,0.075,0.0501519756838906,0.40948745910578,0,0.0256410256410256,0.334614247709134,0.0824295010845987,0.0496894409937888,0.0876944837340877,0.142857142857143,0.315789473684211,0.154608002457817,0.118528781962464,0.102238157724509,0.457651804939976,0.0452653485952133,0.73783922171019,0.355314601762465,0.306298306199638,0,0.638119684828464,0.577427779786036,0.143085481271379
"51",0.5,0.331102525182834,0.0875244937949053,0.0416666666666667,0.0501519756838906,0.1886586695747,0,0.0512820512820513,1,0.115780911062907,0.0281573498964803,0.0367751060820368,0,0.192982456140351,0.0322588469281331,0.118906663307721,0.0572384349529636,0.516103557409798,0.071991894408237,0.720942140296979,0.472421510828897,0.413336622266075,0.00957120980091883,0.66706100310261,0.616982993627496,0.982145450252503
"52",1,0.222781840761694,0.19856303069889,0.466666666666667,0.621580547112462,0.175027262813522,0,0.487179487179487,0.0320721253325451,0.00216919739696312,0,0.074964639321075,0,0.192982456140351,0.0292431702604154,0.0161229373976571,0.0805884635999039,0.470084785989579,0.0484692480420615,0.76600102406554,0.00641151492374056,0.0118894918598915,0.0112940275650842,0.342045936474632,0.416756512279494,0
"53",0.75,0.416862149855112,0.39124755062051,0.0666666666666667,0.0653495440729483,0.313522355507088,0,0.0769230769230769,0.0503990540939994,0.00406724511930586,0,0.0608203677510608,0.142857142857143,0.0701754385964912,0.0430522205243882,0.0817483310240585,0.0308204114070268,0.511994210496477,0.0491264581850047,0.807987711213517,0.265233658490069,0.280299292879461,0,0.638119684828464,0.335920951721771,0.274630035817123
"54",0.346153846153846,0.942527942596936,0.498367080339647,0,0.167173252279635,0.331515812431843,0.5,0.461538461538462,0.0567543600354715,0.00894793926247289,0,0.108910891089109,0.714285714285714,0.105263157894737,0.153815679901687,0.121803753621363,0.125540133439296,0.553803585979352,0.0788926009091407,0.641065028161802,0.10469897292355,0.110795921723401,0,0.638119684828464,0.421672631152948,0.151663857132796
"55",0.596153846153846,0.0238719470125569,0.0130633572828217,0,0.0258358662613982,0.263904034896401,0,0.0256410256410256,0.0653266331658292,0.000813449023861172,0,0.277227722772277,0,0.0701754385964912,0.0264538714658776,0.0610908174833102,0.130134733028998,0.406731520667349,0.0742921299085383,0.654377880184332,0.558727345139197,0.559406347640191,0.0237366003062787,0.571371174750563,1,0.588691740173092
"56",0.634615384615385,0.0238719470125569,0.0130633572828217,0.375,0.0729483282674772,0.260087241003272,0,0.128205128205128,0.14070351758794,0.00216919739696312,0,0.0565770862800566,0.142857142857143,0.210526315789474,0.0274321472749764,0,0.034875339604857,0.554726260311997,0.100936524453694,0.825908858166923,0.525783489367431,0.466864002631146,0.0237366003062787,0.571371174750563,0.484631726858979,0.394167012474938
"57",0.538461538461538,1,0.729588504245591,0.625,0.0562310030395137,0.0697928026172301,0.5,0.128205128205128,0.0444871415903045,0.00759219088937093,0.00124223602484472,0.124469589816124,1,0.140350877192982,0.0201638005610937,0,0.0142680244700316,0.527079380007315,0.0441152308450627,0.843830005120328,0.270130642329461,0.296234172011182,0.00267993874425727,0.610097988884176,0.462131197010611,0.35202907120205
"58",0.826923076923077,0.568649096177729,0.387328543435663,0,0.0197568389057751,0.0354416575790622,0.5,0.0512820512820513,0.0475908956547443,0.0626355748373102,0.0227743271221532,0.0438472418670438,0.142857142857143,0.421052631578947,0.349050425671251,0.258722761053029,0.623719666586579,0.216559002800261,0.163426255545211,0,0.528711582797171,0.584098010195692,0,0.638119684828464,0.958407328003208,0.573618248948515
"59",0.519230769230769,0.3644266593073,0.387328543435663,0.616666666666667,0.589665653495441,0.079062159214831,0.5,0.692307692307692,0.0444871415903045,0.00162689804772234,0,0.432814710042433,0.142857142857143,0.0701754385964912,0.0407156774762101,0.0243103665449049,0.0859445173452603,0.487163599052425,0.0751136425872173,0.927291346646185,0.0131091079411913,0.0133695115934879,0.0135911179173047,0.681507109216312,0.130655387835653,8.87701233813513e-05
"60",0.557692307692308,0.484614323168208,0.154800783801437,0.433333333333333,0.566869300911854,0.20937840785169,0.5,0.82051282051282,0.00266036062666273,0.000542299349240781,0,0.0509193776520509,0,0.087719298245614,0.00207782547882963,0,0.0387417524534718,0.381663681870783,0.0311627142778904,0.733742959549411,0.119771361900007,0.122471632955106,0.00287136294027565,0.67171268498471,0.0105152748061896,0
"61",0.480769230769231,0.375120739616393,0.291312867406924,0.466666666666667,0.148936170212766,0.146673936750273,0.5,0.17948717948718,0.101241501625776,0.0184381778741866,0.00041407867494824,0.0480905233380481,0.285714285714286,0.140350877192982,0.0468683046722776,0,0.11314617332323,0.692152932714808,0.0349416725998138,0.785970302099334,0.163844216454539,0.155829633283999,0.0486217457886677,0.72094819312069,0.3775326812658,0.101101773021077
"62",0.769230769230769,0.0238719470125569,0.0130633572828217,0.35,0.0562310030395137,0.325517993456925,0,0.0769230769230769,0.0761158734850724,0.00786334056399132,0.00041407867494824,0.14002828854314,0.285714285714286,0.175438596491228,0.0343205025588784,0.0308603098627031,0.111475409836066,0.679932055596131,0.0961443671613999,0.613415258576549,0.380467036511418,0.316362440388094,0.0237366003062787,0.571371174750563,0.409421784305952,0.33305952411715
"63",0.230769230769231,0.893542155374638,1,0.2,0.0562310030395137,1,0,0.153846153846154,0.109518179130949,0.00433839479392625,0,0.0495049504950495,0,0.0526315789473684,0.0383144550356949,0.0638619473485326,0.0162197127913209,0.190592279105651,0.0469357577085273,1,0.524072630179556,0.511297483966453,0.00727411944869832,0.700738822794134,0.252324110370632,0.0577817501394633
"64",0.480769230769231,0.43100593348972,0.400391900718485,0.5,0.00759878419452888,0.120501635768811,0,0.0256410256410256,0.171888856044931,0.00704989154013015,0,0.284299858557284,0.571428571428571,0.140350877192982,0.0840751251141995,0.12218163496662,0.0297299794850944,0.605906894378245,0.0431020318746919,0.728622631848438,1,0.696357506988982,0,0.638119684828464,0.342778391314808,0.0433558957396928
"65",0.557692307692308,0.502207810128329,0.318092749836708,0.533333333333333,0.013677811550152,0.104143947655398,0.5,0.0256410256410256,0.095329589122081,0.00406724511930586,0,0.162659123055163,0.142857142857143,0.12280701754386,0.0471593619377946,0.100768358735357,0.0583917053246345,0.680076570853051,0.0501396571553754,0.800307219662058,0.93270994485985,0.682897549745108,0.0338820826952527,0.771161358005402,0.448668193050769,0.15871935923374
"66",0.230769230769231,0.462122257485856,0.48203788373612,0.0416666666666667,0.0349544072948328,0.243729552889858,0,0.0512820512820513,0.157404670410878,0.00460954446854664,0,0.693069306930693,0,0.175438596491228,0.0505954546557035,0.116135533442499,0.0579185687618977,0.632970155376134,0.0489073881373569,0.828469022017409,0.464545949190287,0.378128597270186,0,0.638119684828464,0.292335855646241,0.175409561130036
"67",0.384615384615385,0.279425969366635,0.282168517308948,0.0583333333333333,0.0258358662613982,0.0332606324972737,0,0.0256410256410256,0.374963050546852,0.0108459869848156,0,0.366336633663366,0.142857142857143,0.473684210526316,0.116875661953156,0.153545786623,0.0107195002495056,0.586730831440739,0.0696642751519798,0.896569380440348,0.725381858161359,0.568557802992929,0.00803981623277182,0.796415258587978,0.174946098701586,0.0633608915925269
"68",0.211538461538461,0.14537049813716,0.163945133899412,0.366666666666667,0.0167173252279635,0.144492911668484,0,0,0.0566065622228791,0.022234273318872,0.0169772256728778,0.239038189533239,0,0.192982456140351,0.12271297711158,0.323088550195239,0.114813240430998,0.407920992397386,0.0424722054877047,0.911930363543267,0.475585197982869,0.621230060845256,0,0.638119684828464,0.451519299226069,0.0869676642665293
